Please set {0} for the Employee or for Department: {1},Vui lòng đặt {0} cho Nhân viên hoặc cho Bộ phận: {1},
Please set a Company,Vui lòng thành lập Công ty,
Please set a Customer linked to the Patient,Vui lòng đặt Khách hàng được liên kết với Bệnh nhân,
Please set a default company address,Vui lòng đặt một địa chỉ công ty mặc định,
Please set a default Holiday List for Employee {0} or Company {1},Hãy thiết lập mặc định Tốt Danh sách nhân viên với {0} hoặc Công ty {1},
Please set a Supplier against the Items to be considered in the Purchase Order.,Vui lòng đặt Nhà cung cấp đối với các Mục được xem xét trong Đơn đặt hàng.,
Please set account heads in GST Settings for Compnay {0},Vui lòng đặt đầu tài khoản trong Cài đặt GST cho Compnay {0},
Please set account in Warehouse {0},Vui lòng đặt tài khoản trong Kho {0},
Please set Account in Warehouse {0} or Default Inventory Account in Company {1},Vui lòng đặt Tài khoản trong kho {0} hoặc Tài khoản khoảng không quảng cáo mặc định trong Công ty {1},
Please set an active menu for Restaurant {0},Vui lòng đặt một menu hoạt động cho Nhà hàng {0},
Please set an email id for the Lead {0},Vui lòng đặt id email cho khách hàng tiềm năng {0},
Please set associated account in Tax Withholding Category {0} against Company {1},Vui lòng đặt tài khoản được liên kết trong Danh mục khấu trừ thuế {0} đối với Công ty {1},
Please set at least one row in the Taxes and Charges Table,Vui lòng đặt ít nhất một hàng trong Bảng Thuế và Phí,
Please set B2C Limit in GST Settings.,Vui lòng đặt Giới hạn B2C trong Cài đặt GST.,
Please set Company,Vui lòng thiết lập công ty,
Please set Company filter blank if Group By is 'Company',Vui lòng đặt Bộ lọc của Công ty trống nếu Nhóm theo là &#39;Công ty&#39;,
Please set Customer in Patient {0},Vui lòng đặt Khách hàng là Bệnh nhân {0},
Please set default {0} in Company {1},Hãy thiết lập mặc định {0} trong Công ty {1},
Please set default account in Salary Component {0},Hãy thiết lập tài khoản mặc định trong phần Lương {0},
Please set default Cash or Bank account in Mode of Payment {},Vui lòng đặt tiền mặt hoặc tài khoản ngân hàng mặc định trong Phương thức thanh toán {},
Please set default Cash or Bank account in Mode of Payment {0},Xin vui lòng thiết lập mặc định hoặc tiền trong tài khoản ngân hàng Phương thức thanh toán {0},
Please set default Cash or Bank account in Mode of Payments {},Vui lòng đặt tiền mặt hoặc tài khoản ngân hàng mặc định trong Phương thức thanh toán {},
Please set default customer in Restaurant Settings,Vui lòng đặt khách hàng mặc định trong Cài đặt nhà hàng,
Please set Default Payroll Payable Account in Company {0},Hãy thiết lập mặc định Account Payable lương tại Công ty {0},
Please set default template for Leave Approval Notification in HR Settings.,Vui lòng đặt mẫu mặc định cho Thông báo chấp thuận để lại trong Cài đặt nhân sự.,
Please set default template for Leave Status Notification in HR Settings.,Vui lòng đặt mẫu mặc định cho Thông báo trạng thái rời khỏi trong Cài đặt nhân sự.,
Please set default UOM in Stock Settings,Vui lòng đặt UOM mặc định trong Cài đặt chứng khoán,
"Please set defaults for Customer Group, Territory and Selling Price List in Selling Settings","Vui lòng đặt mặc định cho Nhóm khách hàng, Địa bàn và Bảng giá bán trong Cài đặt bán hàng",
Please set Depreciation related Accounts in Asset Category {0} or Company {1},Hãy thiết lập tài khoản liên quan Khấu hao trong phân loại của cải {0} hoặc Công ty {1},
Please set Email Address,Hãy thiết lập Địa chỉ Email,
Please set filter based on Item or Warehouse,Xin hãy thiết lập bộ lọc dựa trên Item hoặc kho,
Please set filter based on Item or Warehouse due to a large amount of entries.,Vui lòng đặt bộ lọc dựa trên Mục hoặc Kho do số lượng lớn mục nhập.,
Please set GST Accounts in GST Settings,Vui lòng thiết lập Tài khoản GST trong Cài đặt GST,
Please set Hotel Room Rate on {},Vui lòng đặt Giá phòng khách sạn vào {},
Please set leave policy for employee {0} in Employee / Grade record,Vui lòng đặt chính sách nghỉ cho nhân viên {0} trong hồ sơ Nhân viên / Lớp,
Please set Naming Series for {0} via Setup > Settings > Naming Series,Vui lòng đặt Sê-ri đặt tên cho {0} qua Cài đặt&gt; Cài đặt&gt; Sê-ri đặt tên,
Please set Number of Depreciations Booked,Hãy thiết lập Số khấu hao Thẻ vàng,
Please set Payroll based on in Payroll settings,Vui lòng đặt Bảng lương dựa trên trong Cài đặt bảng lương,
Please set recurring after saving,Xin hãy thiết lập định kỳ sau khi tiết kiệm,
Please Set Supplier Group in Buying Settings.,Vui lòng đặt Nhóm nhà cung cấp trong Cài đặt mua.,
Please set the Company,Hãy đặt Công ty,
Please set the Customer Address,Vui lòng đặt Địa chỉ khách hàng,
Please set the Date Of Joining for employee {0},Vui lòng đặt Ngày tham gia cho nhân viên {0},
Please set the Default Cost Center in {0} company.,Vui lòng thiết lập Trung tâm chi phí mặc định trong {0} công ty.,
Please set the Email ID for the Student to send the Payment Request,Vui lòng đặt ID Email cho Sinh viên để gửi yêu cầu Thanh toán,
Please set the initiator name and the security credential,Vui lòng đặt tên người khởi tạo và thông tin xác thực bảo mật,
Please set the Item Code first,Vui lòng đặt mã mục đầu tiên,
Please set the Paid Amount first,Vui lòng đặt Số tiền phải trả trước,
Please set the Payment Schedule,Vui lòng đặt Lịch thanh toán,
Please set the series to be used.,Vui lòng đặt hàng loạt sẽ được sử dụng.,
Please set Unrealized Exchange Gain/Loss Account in Company {0},Vui lòng đặt Tài khoản lãi / lỗ chưa thực hiện trong Công ty {0},
Please set up the Campaign Schedule in the Campaign {0},Vui lòng thiết lập Lịch chiến dịch trong Chiến dịch {0},
Please set User ID field in an Employee record to set Employee Role,Hãy thiết lập trường ID người dùng trong một hồ sơ nhân viên để thiết lập nhân viên Role,
Please set valid GSTIN No. in Company Address for company {0},Vui lòng đặt số GSTIN hợp lệ trong Địa chỉ công ty cho công ty {0},
Please set Warehouse in Woocommerce Settings,Vui lòng đặt Kho trong Cài đặt Woocommerce,
Please setup a default bank account for company {0},Vui lòng thiết lập tài khoản ngân hàng mặc định cho công ty {0},
Please setup Employee Naming System in Human Resource > HR Settings,Vui lòng thiết lập Hệ thống đặt tên nhân viên trong Nhân sự&gt; Cài đặt nhân sự,
Please setup Instructor Naming System in Education > Education Settings,Vui lòng thiết lập Hệ thống đặt tên giảng viên trong giáo dục&gt; Cài đặt giáo dục,
Please setup numbering series for Attendance via Setup > Numbering Series,Vui lòng thiết lập chuỗi đánh số cho Tham dự thông qua Cài đặt&gt; Sê-ri đánh số,
Please setup Razorpay Plan ID,Vui lòng thiết lập ID gói Razorpay,
Please setup Students under Student Groups,Xin vui lòng thiết lập Sinh viên theo Nhóm sinh viên,
Please share your feedback to the training by clicking on 'Training Feedback' and then 'New',Vui lòng chia sẻ phản hồi của bạn cho buổi tập huấn bằng cách nhấp vào &#39;Phản hồi đào tạo&#39; và sau đó &#39;Mới&#39;,
Please specify,Vui lòng chỉ,
Please specify a {0},Vui lòng chỉ định {0},lead
Please specify a valid 'From Case No.',"Vui lòng xác định hợp lệ ""Từ trường hợp số '",
Please specify a valid Row ID for row {0} in table {1},Hãy xác định một ID Row hợp lệ cho {0} hàng trong bảng {1},
Please specify at least one attribute in the Attributes table,Xin vui lòng ghi rõ ít nhất một thuộc tính trong bảng thuộc tính,
Please specify Company,Vui lòng ghi rõ Công ty,
Please specify Company to proceed,Vui lòng ghi rõ Công ty để tiến hành,
Please specify currency in Company,Hãy xác định tiền tệ của Công ty,
Please specify either Quantity or Valuation Rate or both,Xin vui lòng chỉ định hoặc lượng hoặc Tỷ lệ định giá hoặc cả hai,
Please specify from/to range,Hãy xác định từ / dao,
Please supply the specified items at the best possible rates,Vui lòng cung cấp mục cụ thể với mức giá tốt nhất có thể,
Please update your status for this training event,Vui lòng cập nhật trạng thái của bạn cho sự kiện đào tạo này,
Please wait 3 days before resending the reminder.,Vui lòng chờ 3 ngày trước khi gửi lại lời nhắc.,
Pledge,Lời hứa,
Pledge Status,Tình trạng cầm cố,
Pledge Time,Thời gian cầm cố,
Pledged,Cầm cố,
PMO-,PMO-,
PO Supplied Item,PO cung cấp mặt hàng,
PO-JOB.#####,CÔNG VIỆC PO. #####,
Point of Sale,Điểm bán hàng,
Point Of Sale,Điểm bán hàng,
Point-of-Sale,Điểm bán hàng,
Point-of-Sale Profile,Point-of-Sale hồ sơ,
Policy No,chính sách Không,
Policy number,Số chính sách,
Pondicherry,Pondicherry,
Port Code,Mã cổng,
Portal,Cổng chính,
Portal Settings,Thiết lập cổng,
Portrait,Chân dung,
POA No,Giấy ủy quyền số,
POS,Điểm bán hàng,
POS Closing Entry,Mục đóng POS,
POS Closing Entry {} against {} between selected period,Mục nhập đóng POS {} so với {} giữa khoảng thời gian đã chọn,
POS Closing Entry Detail,Chi tiết mục đóng POS,
POS Closing Entry Taxes,Thuế Nhập cảnh Đóng POS,
POS Closing Voucher Details,Chi tiết phiếu thưởng đóng POS,
POS Closing Voucher Invoices,Hóa đơn phiếu mua hàng POS,
POS Customer Group,Nhóm Khách hàng POS,
POS Field,Lĩnh vực POS,
POS Invoice,Hóa đơn POS,
POS invoice {0} created succesfully,Hóa đơn POS {0} đã được tạo thành công,
POS Invoice is {},Hóa đơn POS là {},
POS Invoice is not {},Hóa đơn POS không phải là {},
POS Invoice isn't created by user {},Hóa đơn POS không phải do người dùng tạo {},
POS Invoice Item,Mục Hóa đơn POS,
POS Invoice Merge Log,Nhật ký Hợp nhất Hóa đơn POS,
POS Invoice Reference,Tham chiếu hóa đơn POS,
POS Invoice should have {} field checked.,Hóa đơn POS phải có trường {} được chọn.,
POS Invoices,Hóa đơn POS,
POS Item Group,Nhóm POS,
POS Opening Entry,Mục mở POS,
POS Opening Entry Detail,Chi tiết mục mở POS,
POS Payment Method,Phương thức thanh toán qua POS,
POS Profile,Hồ sơ POS,
POS Profile {} does not belongs to company {},Hồ sơ POS {} không thuộc về công ty {},
POS Profile doesn't matches {},Cấu hình POS không khớp với {},
POS Profile is required to use Point-of-Sale,Cần phải có Hồ sơ POS để sử dụng Điểm bán hàng,
POS Profile required to make POS Entry,POS hồ sơ cần thiết để làm cho POS nhập,
POS Profile User,Người dùng Hồ sơ POS,
POS Register,Đăng ký POS,
POS Settings,Cài đặt POS,
POS Transactions,Giao dịch POS,
POS-CLO-,POS-CLO-,
Position,Chức vụ,
Position English,Chức vụ tiếng Anh,
Position Chinese,Chức vụ tiếng Hoa,
Possible Supplier,Nhà cung cấp có thể,
Post,Bài,
Post Description Key,Khóa mô tả bài đăng,
Post Graduate,Sau đại học,
Post Haircut Amount,Số tiền cắt tóc,
Post Route Key,Khóa tuyến đường bưu chính,
Post Route Key List,Danh sách khóa tuyến đường đăng bài,
Post Route String,Chuỗi tuyến đường bài đăng,
Post Status,Trạng thái bài đăng,
Post Title Key,Khóa tiêu đề bài đăng,
Postal,Bưu chính,
Postal Code,Mã bưu chính,
Postal Expenses,Chi phí bưu điện,
Posted,Đã đăng,
Posting Date,Ngày đăng,
Posting date and posting time is mandatory,Ngày đăng và gửi bài thời gian là bắt buộc,
Posting Date cannot be future date,Viết bài ngày không thể ngày trong tương lai,
Posting future stock transactions are not allowed due to Immutable Ledger,Không được phép đăng các giao dịch chứng khoán trong tương lai do Sổ cái bất biến,
Posting Time,Thời gian gửi bài,
Posting timestamp must be after {0},Đăng dấu thời gian phải sau ngày {0},
Potential opportunities for selling.,Cơ hội tiềm năng bán hàng,
Potential Sales Deal,Sales tiềm năng Deal,
Practitioner Name,Tên học viên,
Practitioner Schedule,Lịch học viên,
Practitioner Schedule Not Found,Không tìm thấy lịch trình của học viên,
Practitioner Schedules,Lịch học viên,
Practitioner Service Unit Schedule,Đơn vị dịch vụ học viên,
Pre Sales,Pre Sales,
Prefered Contact Email,Email Liên hệ Đề xuất,
Prefered Email,Email  đề xuất,
Preference,Ưu tiên,
Preferred Area for Lodging,Khu vực ưa thích cho nhà nghỉ,
Prefix,Tiền tố,
Prescribed Procedures,Thủ tục quy định,
Prescribed Therapies,Liệu pháp kê đơn,
Prescription,Đơn thuốc,
Prescription Dosage,Liều kê đơn,
Prescription Duration,Thời gian theo toa,
Prescriptions,Đơn thuốc,
Presence of a fever (temp &gt; 38.5 °C/101.3 °F or sustained temp &gt; 38 °C/100.4 °F),"Sự có mặt của sốt (nhiệt độ&gt; 38,5 ° C / 101,3 ° F hoặc nhiệt độ ổn định&gt; 38 ° C / 100,4 ° F)",
Present,Nay,
Prev,Trước đó,
Prevdoc DocType,Dạng tài liệu prevdoc,
Prevent POs,Ngăn ngừa PO,
Prevent Purchase Orders,Ngăn chặn Đơn đặt hàng,
Prevent RFQs,Ngăn chặn RFQs,
Preventive,Dự phòng,
Preventive Action,Hành động phòng ngừa,
Preventive Maintenance,Bảo dưỡng phòng ngừa,
Preview,Xem trước,
Preview Email,Xem trước Email,
Preview Salary Slip,Xem trước bảng lương,
Previous,Trước,
Previous Business Day,Ngày làm việc trước,
Previous Financial Year is not closed,tài chính Trước năm không đóng cửa,
Previous Work Experience,Kinh nghiệm làm việc trước đây,
Price,Giá,
Price Discount Scheme,Đề án giảm giá,
Price Discount Slabs,Giảm giá tấm,
Price List,Bảng giá,
Price List (Auto created),Bảng Giá (Tự động tạo ra),
Price List {0} is disabled or does not exist,Danh sách Price {0} bị vô hiệu hóa hoặc không tồn tại,
Price List Country,Giá Danh sách Country,
Price List Currency,Danh sách giá ngoại tệ,
Price List Currency not selected,Danh sách giá ngoại tệ không được chọn,
Price List Exchange Rate,Danh sách Tỷ giá,
Price List Master,Giá Danh sách Thầy,
Price List master.,Danh sách giá tổng thể.,
Price List must be applicable for Buying or Selling,Bảng giá phải được áp dụng cho mua hàng hoặc bán hàng,
Price List Name,Danh sách giá Tên,
Price List Rate,Bảng giá,
Price List Rate (Company Currency),Danh sách giá Tỷ lệ (Công ty tiền tệ),
Price not found for item {0} in price list {1},Không tìm thấy giá cho mặt hàng {0} trong bảng giá {1},
Price Not UOM Dependent,Giá không phụ thuộc UOM,
Price or Product Discount,Giảm giá hoặc sản phẩm,
Price or product discount slabs are required,Giá tấm hoặc sản phẩm giảm giá được yêu cầu,
Price per Unit (Stock UOM),Giá mỗi đơn vị (Stock UOM),
Prices will not be shown if Price List is not set,Giá sẽ không được hiển thị nếu thực Giá liệt kê không được thiết lập,
Pricing,Vật giá,
Pricing Rule,Quy tắc định giá,
Pricing Rule {0} is updated,Quy tắc định giá {0} được cập nhật,
Pricing Rule Brand,Quy tắc định giá thương hiệu,
Pricing Rule Detail,Chi tiết quy tắc giá,
Pricing Rule Help,Quy tắc định giá giúp,
"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.","Luật giá được lựa chọn đầu tiên dựa vào trường ""áp dụng vào"", có thể trở thành mẫu hàng, nhóm mẫu hàng, hoặc nhãn hiệu.",
"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.","Quy tắc định giá được thực hiện để ghi đè lên Giá liệt kê / xác định tỷ lệ phần trăm giảm giá, dựa trên một số tiêu chí.",
Pricing Rule Item Code,Quy tắc định giá mã hàng,
Pricing Rule Item Group,Nhóm quy tắc định giá,
Pricing Rules,Quy tắc định giá,
Pricing Rules are further filtered based on quantity.,Nội quy định giá được tiếp tục lọc dựa trên số lượng.,
Primary Address,Địa chỉ Chính,
Primary Address and Contact,Địa chỉ và Liên hệ chính,
Primary Address and Contact Detail,Chi tiết Địa chỉ và Chi tiết Liên hệ chính,
Primary Address Details,Chi tiết địa chỉ chính,
Primary Contact Details,Chi tiết liên hệ chính,
Primary Contact Email,Email liên hệ chính,
Primary Settings,Cài đặt chính,
Principal Amount,Số tiền chính,
Principal Amount Paid,Số tiền gốc phải trả,
Print,In ấn,
Print and Stationery,In và Văn phòng phẩm,
Print Format,Định dạng in,
Print Heading,In tiêu đề,
Print IRS 1099 Forms,In các mẫu IRS 1099,
Print Language,Ngôn ngữ In ấn,
Print Position,Vị trí in,
Print Preferences,Tùy chọn in,
Print Receipt,In biên nhận,
Print Report Card,In Báo cáo Thẻ,
Print Section,Phần In,
Print Settings,Thông số in ấn,
Print settings updated in respective print format,cài đặt máy in được cập nhật trong định dạng in tương ứng,
Print taxes with zero amount,In thuế với số tiền bằng không,
Print Template,Mẫu in,
Print UOM after Quantity,In UOM sau số lượng,
Print Without Amount,In không có số lượng,
Printed On,In vào,
Printed on,In trên,
Printed On ,In trên,
Printing,In ấn,
Printing and Branding,In ấn và xây dựng thương hiệu,
Printing Details,Các chi tiết in ấn,
Printing Setting,Cài đặt in,
Printing Settings,Cài đặt In ấn,
Priorities,Ưu tiên,
Priority,Ưu tiên,
Priority {0} has been repeated.,Ưu tiên {0} đã được lặp lại.,
Priority has been changed to {0}.,Ưu tiên đã được thay đổi thành {0}.,
Private Equity,Vốn chủ sở hữu tư nhân,
Privilege Leave,Nghỉ phép đặc quyền,
Probability (%),Xác suất (%),
Probation,Quản chế,
Probationary Period,Thời gian thử việc,
Problem,Vấn đề,
Procedure,Thủ tục,
Procedure Created,Đã tạo thủ tục,
Procedure Name,Tên thủ tục,
Procedure Prescription,Thủ tục toa thuốc,
Procedure Template,Mẫu thủ tục,
Procedure(s) Prescribed.,(Các) thủ tục được quy định.,
Procedures,Thủ tục,
Process Attendance After,Tham dự quá trình sau,
Process Day Book Data,Quy trình dữ liệu sổ ngày,
Process Deferred Accounting,Quy trình Kế toán hoãn lại,
Process Description,Miêu tả quá trình,
Process Failed,Quá trình không thành công,
Process Loan Interest Accrual,Quá trình cho vay lãi tích lũy,
Process Loan Security Shortfall,Thiếu hụt bảo đảm tiền vay,
Process Master Data,Xử lý dữ liệu chủ,
Process Owner,Chủ sở hữu quy trình,
Process Owner Full Name,Tên đầy đủ của chủ sở hữu quy trình,
Process Statement Of Accounts,Quy trình sao kê tài khoản,
Process Statement Of Accounts Customer,Quy trình Sao kê Tài khoản Khách hàng,
Process Transfer,Quá trình chuyển giao,
Process Type,Loại quy trình,
Processed Files,Tập tin đã xử lý,
Processes,Quy trình,
Processing Chart of Accounts and Parties,Xử lý hệ thống tài khoản và các bên,
Processing Inpatient Discharge,Xử lý Xuất viện Nội trú,
Processing Items and UOMs,Gia công vật phẩm và UOM,
Processing Party Addresses,Địa chỉ tổ chức tiệc,
Processing Patient Admission,Xử lý tiếp nhận bệnh nhân,
Processing Vouchers,Phiếu chế biến,
Processing XML Files,Xử lý tệp XML,
Procurement,Tạp vụ,
Procurement Tracker,Theo dõi mua sắm,
Produce,Sản xuất,
Produce Qty,Sản xuất số lượng,
Produced,Sản xuất,
Produced Items,Sản phẩm Sản phẩm,
Produced Qty,Số lượng sản xuất,
Produced Quantity,Số lượng sản xuất,
Product,Sản phẩm,
Product Bundle,Gói sản phẩm,
Product Bundle Balance,Cân bằng gói sản phẩm,
Product Bundle Help,Trợ giúp gói sản phẩm,
Product Bundle Item,Gói sản phẩm hàng,
Product Discount Scheme,Chương trình giảm giá sản phẩm,
Product Discount Slabs,Sản phẩm tấm giảm giá,
Product Enquiry,Đặt hàng sản phẩm,
Product Page,Trang sản phẩm,
Product Search,Tìm kiếm sản phẩm,
Production,Sản xuất,
production,sản xuất,
Production Analytics,Analytics sản xuất,
Production Capacity,Năng lực sản xuất,
Production Item,Sản xuất hàng,
Production Plan,Kế hoạch sản xuất,
Production Plan Item,Kế hoạch sản xuất hàng,
Production Plan Material Request,Sản xuất Kế hoạch Chất liệu Yêu cầu,
Production Plan Material Request Warehouse,Kế hoạch sản xuất Yêu cầu vật tư Kho,
Production Plan Sales Order,Kế hoạch sản xuất đáp ứng cho đơn hàng,
Production Planning Report,Báo cáo kế hoạch sản xuất,
Products,Sản phẩm,
Products per Page,Sản phẩm trên mỗi trang,
Products Settings,Cài đặt sản phẩm,
Products to be shown on website homepage,Sản phẩm sẽ được hiển thị trên trang chủ của trang web,
Professional Tax,Thuế nghề nghiệp,
Professional Tax Deductions,Các khoản khấu trừ thuế nghề nghiệp,
Proficiency,Khả năng,
Profit & Loss,Mất lợi nhuận,
Profit and Loss,Báo cáo kết quả hoạt động kinh doanh,
Profit and Loss Statement,Báo cáo lợi nhuận,
Profit for the year,lợi nhuận của năm,
Profit This Year,Lợi nhuận năm nay,
Profitability,Khả năng sinh lời,
Profitability Analysis,Phân tích lợi nhuận,
Program,Chương trình,
Program {0} does not exist.,Chương trình {0} không tồn tại.,
Program Abbreviation,Tên viết tắt chương trình,
Program and Course,Chương trình và khóa học,
Program Course,Khóa học chương trình,
Program Enrollment,chương trình tuyển sinh,
Program Enrollment Course,Khóa học ghi danh chương trình,
Program Enrollment Fee,Chương trình Lệ phí đăng ký,
Program Enrollment Tool,Chương trình Công cụ ghi danh,
Program Enrollment Tool Student,Chương trình học sinh ghi danh Công cụ,
Program Fee,Phí chương trình,
Program in the Fee Structure and Student Group {0} are different.,Chương trình trong Cấu trúc Phí và Nhóm Sinh viên {0} khác.,
Program Name,Tên chương trình,
Program wise Fee Collection,Chương trình thu phí khôn ngoan,
Program: ,Chương trình:,
Programs,Các chương trình,
Programs updated,Các chương trình được cập nhật,
Progress % for a task cannot be more than 100.,Tiến% cho một nhiệm vụ không thể có nhiều hơn 100.,
Project,Dự án,
Project activity / task.,Hoạt động dự án / nhiệm vụ.,
Project Billing Summary,Tóm tắt thanh toán dự án,
Project Collaboration Invitation,Lời mời hợp tác dự án,
Project Id,Id dự án,
Project Manager,Giám đốc dự án,
Project master.,Chủ dự án.,
Project Name,Tên dự án,
Project Start Date,Dự án Ngày bắt đầu,
Project Status,Tình trạng dự án,
Project Summary,Tóm tắt dự án,
Project Summary for {0},Tóm tắt dự án cho {0},
Project Template,Mẫu dự án,
Project Template Task,Nhiệm vụ mẫu dự án,
Project Type,Loại dự án,
Project Update,Cập nhật dự án,
Project Update.,Cập nhật dự án.,
Project User,Dự án tài,
Project Value,Giá trị dự án,
Project will be accessible on the website to these users,Dự án sẽ có thể truy cập vào các trang web tới những người sử dụng,
Project wise Stock Tracking,Dự án theo dõi chứng khoán khôn ngoan,
Project wise Stock Tracking ,Theo dõi biến động vật tư theo dự án,
Project-wise data is not available for Quotation,Dữ liệu chuyên-dự án không có sẵn cho báo giá,
Projected,Dự kiến,
Projected Qty,Số lượng chiếu,
Projected qty,SL của Dự án,
Projected Quantity,Số lượng dự kiến,
Projected Quantity as Source,Từ Số Lượng Dự Kiến,
Projected Quantity Formula,Công thức số lượng dự kiến,
Projects,Dự án,
Projects Manager,Quản lý dự án,
Projects Settings,Cài đặt Dự án,
Projects User,Dự án tài,
Promotion Date,Ngày khuyến mãi,
Promotional,Khuyến mại,
Promotional Scheme,Đề án quảng cáo,
Promotional Scheme Id,Id chương trình khuyến mại,
Promotional Scheme Price Discount,Chương trình khuyến mại giảm giá,
Promotional Scheme Product Discount,Chương trình khuyến mại giảm giá sản phẩm,
Property,Tài sản,
Property already added,Đã thêm thuộc tính,
Proposal Writing,Đề nghị Viết,
Proposal/Price Quote,Báo giá đề xuất / giá,
Proposed Pledge,Cam kết đề xuất,
Proposed Pledges,Dự kiến cam kết,
Proposed Pledges are mandatory for secured Loans,Các cam kết được đề xuất là bắt buộc đối với các khoản vay có bảo đảm,
Prorate,Prorate,
Prospecting,Khảo sát,
Prospects Engaged But Not Converted,Triển vọng tham gia nhưng không chuyển đổi,
Provide Email Address registered in company,Cung cấp Địa chỉ Email đăng ký tại công ty,
Provide the academic year and set the starting and ending date.,Cung cấp năm học và thiết lập ngày bắt đầu và ngày kết thúc.,
Provide the invoice portion in percent,Cung cấp phần hóa đơn theo phần trăm,
Provident Fund,quỹ tiết kiệm,
Provident Fund Account,Tài khoản Quỹ cấp,
Provident Fund Deductions,Các khoản khấu trừ quỹ dự phòng,
Provident Fund Loan,Khoản vay của Quỹ bảo lãnh,
Provider,Các nhà cung cấp,
Providing,Cung cấp,
Provisional Profit / Loss (Credit),Lợi nhuận tạm thời / lỗ (tín dụng),
PSOA Cost Center,Trung tâm chi phí PSOA,
PSOA Project,Dự án PSOA,
PU-SSP-.YYYY.-,PU-SSP-.YYYY.-,
Public token is missing for this bank,Mã thông báo công khai bị thiếu cho ngân hàng này,
Public Transport,Phương tiện giao thông công cộng,
Publications,Ấn phẩm,
Publish,Công bố,
"Publish ""In Stock"" or ""Not in Stock"" on Hub based on stock available in this warehouse.",Xuất bản &quot;In Stock&quot; hoặc &quot;Not in stock&quot; trên Hub dựa trên cổ phiếu có sẵn trong kho này.,
Publish {0} Items,Xuất bản {0} Mục,
Publish 1 Item,Xuất bản 1 mục,
Publish Date,Ngày xuất bản,
Publish in Hub,Xuất bản trong trung tâm,
Publish Item to hub.erpnext.com,Xuất bản mẫu hàng tới hub.erpnext.com,
Publish Items,Xuất bản các mặt hàng,
Publish Items on Website,Xuất bản mục trên Website,
Publish More Items,Xuất bản nhiều mặt hàng,
Publish on website,Xuất bản trên trang web,
Publish Your First Items,Xuất bản các mục đầu tiên của bạn,
Published,Công bố,
Published Date,Ngày xuất bản,
Published Items,Mục đã xuất bản,
Published on,Được xuất bản trên,
Publishing,Xuất bản,
Pulse: ,Xung:,
Punjab,Punjab,
PUR-ORD-.YYYY.-,PUR-ORD-.YYYY.-,
PUR-RFQ-.YYYY.-,PUR-RFQ-.YYYY.-,
PUR-SQTN-.YYYY.-,PUR-SQTN-.YYYY.-,
Purchase,Mua,
Purchase / Manufacture Details,Thông tin chi tiết mua / Sản xuất,
Purchase Amount,Chi phí mua hàng,
Purchase Analytics,Phân tích mua hàng,
Purchase Date,Ngày mua hàng,
Purchase Defaults,Mặc định mua hàng,
Purchase Details,Chi tiết mua hàng,
Purchase Invoice,Hóa đơn mua hàng,
Purchase Invoice {0} is already submitted,Hóa đơn mua hàng {0} đã gửi,
Purchase Invoice Advance,Hóa đơn mua hàng cao cấp,
Purchase Invoice cannot be made against an existing asset {0},Hóa đơn mua hàng không thể được thực hiện đối với tài sản hiện có {0},
Purchase Invoice Item,Hóa đơn mua hàng,
Purchase Invoice Trends,Mua xu hướng hóa đơn,
Purchase Invoices,Hóa đơn mua hàng,
Purchase Manager,Mua quản lý,
Purchase Master Manager,Mua chủ quản lý,
Purchase Order,Mua hàng,
Purchase Order {0} is not submitted,Mua hàng {0} không nộp,
Purchase Order already created for all Sales Order items,Đơn đặt hàng đã được tạo cho tất cả các mục trong Đơn đặt hàng,
Purchase Order Amount,Số lượng đặt hàng,
Purchase Order Amount(Company Currency),Số lượng đơn đặt hàng (Đơn vị tiền tệ của công ty),
Purchase Order Analysis,Phân tích Đơn đặt hàng,
Purchase Order Date,Ngày đặt mua,
Purchase Order Item,Mua hàng mục,
Purchase Order Item Supplied,Mua hàng mục Cung cấp,
Purchase Order Items not received on time,Các mặt hàng mua hàng không nhận được đúng thời hạn,
Purchase Order number required for Item {0},Số mua hàng cần thiết cho mục {0},
Purchase Order Pricing Rule,Quy tắc đặt hàng mua hàng,
Purchase Order Required,Mua hàng yêu cầu,
Purchase Order Required for item {},Yêu cầu đơn đặt hàng cho mặt hàng {},
Purchase Order to Payment,Mua hàng để thanh toán,
Purchase Order Trends,Xu hướng mua hàng,
Purchase Orders,Đơn đặt hàng,
Purchase Orders are not allowed for {0} due to a scorecard standing of {1}.,Đơn đặt hàng mua không được cho {0} do bảng điểm của điểm số {1}.,
Purchase Orders given to Suppliers.,Đơn đặt hàng mua cho nhà cung cấp.,
Purchase orders help you plan and follow up on your purchases,Đơn đặt hàng giúp bạn lập kế hoạch và theo dõi mua hàng của bạn,
Purchase Orders Items Overdue,Các đơn hàng mua hàng quá hạn,
Purchase Orders to Bill,Mua đơn đặt hàng cho hóa đơn,
Purchase Orders to Receive,Mua đơn đặt hàng để nhận,
Purchase Price List,Danh sách mua Giá,
Purchase Receipt,Biên lai nhận hàng,
Purchase Receipt {0} is not submitted,Biên lai nhận hàng {0} chưa được gửi,
Purchase Receipt Amount,Số tiền nhận hàng,
Purchase Receipt Detail,Chi tiết hóa đơn mua hàng,
